"","betaIntercept","betaX","betatemp","tau_add","tau_obs"
"113",-0.075108472849914,-0.0740266502930419,-0.00896810312719973,0.143210834411674,0.689638500380663
"114",-0.0640333198984499,-0.0699436032435905,-0.00801509537198253,0.145830284167214,0.697250319294366
"115",-0.0229184330511514,-0.068087410149402,-0.00990367160270068,0.141488188376771,0.696415539866526
"116",-0.046691297526556,-0.0748436984277049,-0.0106554377487316,0.143153442676522,0.714845084597567
"117",-0.0531113466492895,-0.0771389840849303,-0.00930444732601206,0.139705085161865,0.710912044000999
"118",-0.00924848579975853,-0.070134643202492,-0.00962575515091192,0.140152609694247,0.716574547356529
"119",-0.00488107513122749,-0.0712556695534409,-0.0112488731349727,0.139258902411768,0.719549849338404
"120",-0.010262032149542,-0.0752809627914935,-0.010493840735978,0.141083178326,0.717777934053755
"121",-0.0283589606525087,-0.0731373941075358,-0.0122714057049007,0.141608452027199,0.716088324156447
"122",0.000711216896317438,-0.0791465374467301,-0.0171860969011044,0.1406229810636,0.706984360208645
"123",0.0456429446568705,-0.0840618151679029,-0.0201263578213311,0.136544799341715,0.72837597829866
"124",0.0507521893550147,-0.0798864415807651,-0.0149590884907014,0.138336146367087,0.734171432467245
"125",0.0413475442451832,-0.07678415862335,-0.0154227454295032,0.139501999474156,0.722053113677199
"126",0.0176184392452367,-0.0790175669574467,-0.0140373599759588,0.136883237870701,0.715296794733063
"127",0.0274620246305356,-0.0718112125063236,-0.0130895679406207,0.137171202324383,0.73217580345802
"128",0.0242746293133122,-0.0670281476228402,-0.0104149756405839,0.137644949296953,0.737727164120227
"129",-0.0200562489702932,-0.0731894565400076,-0.0108209895534731,0.139080420886044,0.750729060203344
"130",0.00392738555280179,-0.0698491249851087,-0.0105058950064753,0.142509084524865,0.738601396178142
"131",-0.0132842553583725,-0.0710348158019882,-0.0105347634370204,0.139247581220071,0.73389854253962
"132",-0.047820252552541,-0.075811002886633,-0.00996811392166299,0.138034663942093,0.739968899508515
"133",-0.0158829613513746,-0.075031071612014,-0.0125910052553005,0.139356369631754,0.731623603879548
"134",0.0143424739742964,-0.0734067121948104,-0.0118141341093288,0.138426686839583,0.724187646636776
"135",0.00436167351355805,-0.0694608540068685,-0.0118498102555856,0.142604519178255,0.729592968146708
"136",-0.04228585193395,-0.0771405307896295,-0.00960043772026018,0.142333441651712,0.707489755230155
"137",0.00215277068434052,-0.0702591769563691,-0.0150165507189508,0.143857736522915,0.696829132638594
"138",-0.00973525794464822,-0.0779185188059277,-0.0123548728447891,0.140834988729608,0.683143991817041
"139",-0.0342507412628789,-0.0807068659119699,-0.0131892070608603,0.141573207944525,0.655780141276714
"140",0.0305981112814395,-0.0766769055347673,-0.0151939669760698,0.141173189926493,0.663198335678749
"141",0.0201810307398201,-0.074469771526807,-0.0162486694754138,0.141098878397274,0.680799930608773
"142",0.00232262812439851,-0.0796203552590811,-0.0144428723526147,0.142096329413154,0.67965439910683
"143",-0.00856761462651495,-0.0759013511678648,-0.0110968951404155,0.144309380884335,0.667952306840948
"144",-0.0241154188284185,-0.0762665202768506,-0.0121755353691793,0.139929732280981,0.672722503531618
"145",-0.0320589176040475,-0.0761267678871177,-0.0129257350455985,0.141750969008589,0.675772606879977
"146",-0.0205370788491818,-0.0725536223332634,-0.0116680935741386,0.147199834578866,0.676898125097226
"147",-0.003418883338803,-0.0721346608998925,-0.0125760553153398,0.146127428654807,0.676356618372741
"148",0.00478008683205774,-0.0669458818552843,-0.0104637679620842,0.147017685028694,0.672087212432119
"149",-0.0201276530071908,-0.0722481760202379,-0.0116142251578564,0.148530675733545,0.67809124500427
"150",-0.0107770012829221,-0.067717640518035,-0.00824235370718103,0.146086651775269,0.679704395448376
"151",-0.0569463332709839,-0.0676568873370898,-0.00944322873084821,0.144817585040682,0.688180152127444
"152",-0.0511091679718235,-0.068320906583661,-0.00996664293821057,0.141547045922488,0.676131140247174
"153",0.00703737908428535,-0.0754730943685698,-0.0134882795892079,0.141662069818459,0.691737304061134
"154",-0.0495267953138511,-0.0720762493044668,-0.0120094960904529,0.14299954933686,0.690628811844293
"155",0.012531025785337,-0.0706014837079435,-0.0134726567667613,0.142412303324018,0.678516180013345
"156",-0.0239811164692513,-0.0746519560501053,-0.00701957086780538,0.143271130951728,0.684932463783992
"157",-0.0648839844947451,-0.0699444450661655,-0.00695007699129962,0.147728987790705,0.702965811989509
"158",-0.0384691550945488,-0.0691332763896742,-0.00987500323338489,0.142522116049735,0.699421061454133
"159",-0.0182106461829172,-0.0752506463474056,-0.0110485006731803,0.13983377193411,0.716743744895755
"160",0.00320168304643876,-0.0711062697608449,-0.00996686884278286,0.14491013623389,0.708960164190143
"161",-0.0873017572102422,-0.0704397443526483,-0.00714907419670292,0.142718840483978,0.706552461219197
"162",-0.057309653421907,-0.0718774390321914,-0.00826171297287237,0.146803829764995,0.718986369775708
"163",-0.0502360847730247,-0.0745051128937488,-0.00953357062022836,0.143611461262118,0.70865142087792
"164",-0.0169814665949815,-0.0740383840163937,-0.00964713178897726,0.139108556650434,0.689833372351625
"165",-0.0441453063936237,-0.0718085857895285,-0.0104285380008051,0.138701159213312,0.688589585134499
"166",-0.0385583739213844,-0.0765139414960328,-0.0135216187646316,0.140802013023754,0.69362553042619
"167",-0.0462945873874409,-0.0754051635278252,-0.0098705122196091,0.138836477633568,0.692005035859647
"168",-0.0189550062376671,-0.0751104925357882,-0.00974913839920174,0.141404694094108,0.689296335468029
"169",-0.0281657511985224,-0.0704603341911346,-0.0095600267209128,0.139279756718353,0.682000726118575
"170",-0.0492210185395497,-0.0757015478872123,-0.0132494644796328,0.141515332056085,0.685778080147462
"171",-0.00413987014122321,-0.0789357034517749,-0.0130465979400345,0.14253226799634,0.67942769899189
"172",-0.028569650098711,-0.0781667838176332,-0.0136955930331835,0.140929193280946,0.667052945157278
"173",-0.023929064777336,-0.0792036591583434,-0.0130480890583021,0.14219631705346,0.660768050099498
"174",0.00375813612743791,-0.0782484025962598,-0.014814833316204,0.143135255612337,0.646833564682369
"175",-0.00171290399093082,-0.076998636784104,-0.0126224040826913,0.142563653779874,0.64964831138812
"176",-0.0109944861599338,-0.0699003208758148,-0.0101551839427714,0.14453911922848,0.656706499613138
"177",-0.0017185081325892,-0.0739790402112067,-0.0114289883085744,0.145057406086252,0.662277657827582
"178",-0.0200760551778632,-0.069486926262136,-0.00923218885722202,0.141908680878401,0.652819602771548
"179",-0.0302011653515813,-0.0740304394194597,-0.00863632494178302,0.14486295080366,0.65380969902763
"180",-0.0512565920520209,-0.0700911196432906,-0.00846766190240266,0.145149081748877,0.656254372254363
"181",-0.0472342782792982,-0.0687034993717724,-0.0119478441192747,0.143972551405736,0.657931316897353
"182",-0.0151261554431478,-0.0726327437030209,-0.0125255560347089,0.140581120901433,0.661770824040613
"183",-0.0272783206699411,-0.0728866188594524,-0.0119220672270057,0.142939962373521,0.662824974756015
"184",-0.0184151772801623,-0.0743252158148424,-0.0115485042436852,0.147626499978885,0.660572253388736
"185",0.0216277811324358,-0.0710999569495992,-0.013905775179079,0.14511468814203,0.648273458215197
"186",0.00114719703615827,-0.0675827128881404,-0.0147512360402558,0.142237500580387,0.663736077073374
"187",0.0407246018464607,-0.0765903390377657,-0.0139323337263025,0.143508802273711,0.668751179544221
"188",-0.0188827501791106,-0.077901581952075,-0.0142805201118931,0.141655535487705,0.649093846448757
"189",-0.012645330032093,-0.0764305466151609,-0.0140030429977029,0.141512656588065,0.670808768536442
"190",0.0187576764328069,-0.070748024285038,-0.010956411220172,0.137986262821132,0.663214496928482
"191",-0.0172151280474679,-0.0722057855850455,-0.0089816322309136,0.142227922131476,0.658505287042441
"192",-0.0270810768693667,-0.068593922363699,-0.0116685094494561,0.140952704614326,0.658085671905235
"193",-0.0210633879570278,-0.0729167126631793,-0.00963475418770739,0.141403989716871,0.670452232560934
"194",-0.0329315426901352,-0.0731425261632234,-0.00974115891521035,0.143401408078063,0.687114619346044
"195",-0.0398372448938687,-0.070183822861005,-0.0094506486711165,0.14579429152783,0.679192292241226
"196",-0.0410602558340436,-0.0706177515131204,-0.00906972036712752,0.145378496365519,0.685713257328229
"197",-0.0561455792420783,-0.0707910472624724,-0.0100607466146238,0.144380395490467,0.684310825614132
"198",0.0090732136470357,-0.0727929013543481,-0.0127039283667847,0.142435886320325,0.65948256484811
"199",0.0162481525375129,-0.0693777939264902,-0.0129409181150752,0.144028581429933,0.665475734618771
"200",0.0197742888360633,-0.0704989822546313,-0.0131975831153439,0.143339950985933,0.664398116345069
"201",-0.0219364476638616,-0.0716892852275292,-0.0102158305052199,0.143288769833545,0.660166855928063
"202",-0.0473605416838258,-0.0723484489514259,-0.00972895007927687,0.141730226799466,0.666459800046068
"203",-0.0752772258312786,-0.0729115767844413,-0.00661775102475073,0.142701345870082,0.674769471231866
"204",-0.0511514148936614,-0.0717267475615006,-0.00792624898744112,0.143305062781794,0.672697473122588
"205",-0.0410430004826483,-0.0712596215179302,-0.00948910602052744,0.145499259207953,0.663047160502397
"206",-0.0235326560499097,-0.0711925883628264,-0.0121601914784536,0.144301163822985,0.667703123357805
"207",-0.0362209673915566,-0.0704654880542024,-0.0105436242721351,0.140008200495108,0.663000318211964
"208",-0.015396217856238,-0.07029180151313,-0.0100081795464668,0.141012552898451,0.663029220904375
"209",-0.0493262407910034,-0.0703381289210383,-0.00747423623564579,0.143721780998423,0.664378530607533
"210",-0.0292905124147834,-0.0646200610243879,-0.00548297730163911,0.144045779282816,0.678966036946519
"211",-0.0998720945774502,-0.0705783840371808,-0.00807880235328554,0.143036940099758,0.676109783793608
"212",-0.0405036455334048,-0.0733749069335069,-0.0100303435643216,0.143109505178777,0.684548181799198
"213",-0.0672937911658375,-0.0768603223019559,-0.00809000893937576,0.141330981821871,0.673422353710612
"214",-0.0495304043556024,-0.0752732481698406,-0.00956608490557221,0.144143416077466,0.67549008005486
"215",-0.0772270753213917,-0.0762695446748534,-0.0091392277566221,0.143709427850305,0.671824007898442
"216",-0.0101992641446593,-0.0706627638010551,-0.0162646966342864,0.141846359202474,0.679384478289566
"217",0.017409368554631,-0.0781043157561359,-0.0126277293216873,0.142455559690716,0.674613869168579
"218",-0.0179145537823746,-0.0732879826451865,-0.0102952511683824,0.140298780400672,0.701165893010152
"219",-0.0198206913806266,-0.0752426258349807,-0.0132388640043813,0.140343901815509,0.701977392811326
"220",0.0096871236299622,-0.073016690292833,-0.0137252893560093,0.144368749455064,0.698156129828375
"221",0.010832246463625,-0.068499429238204,-0.0139325364819474,0.142153414376348,0.68603603898928
"222",0.00142136132384202,-0.0760992823414337,-0.0115154210534709,0.138635784316344,0.697474584408952
"223",0.0132780579878869,-0.068866904044456,-0.0109804447161094,0.142070348245418,0.716520903544635
"224",-0.0275345495174958,-0.0724939616308177,-0.0112246560324707,0.140524618202163,0.709566486754299
"225",0.039644679873667,-0.0693241718118734,-0.0136730597400197,0.139769851959063,0.707556582291783
"226",-0.00658014155176917,-0.0736543770051253,-0.00979625977384053,0.141288301298322,0.70427024648957
"227",-0.00887786215984602,-0.0730576258560264,-0.0129723597576022,0.141865006423283,0.709671888715546
"228",-0.0342354593568943,-0.0742002513336767,-0.0105117815975194,0.141147953547136,0.69797432892572
"229",-0.000707121374623629,-0.0769542136079656,-0.0133271034592289,0.136735869113121,0.717598049357807
"230",0.00851223118761014,-0.0727108239902858,-0.0128453705507437,0.13807604168097,0.723832746566375
"231",-0.00873911056842271,-0.0756365514025616,-0.0139758526602951,0.136561623077806,0.732058938695099
"232",0.00282176872231361,-0.0804910639316699,-0.014649389024745,0.138685626270282,0.715874334230361
"233",-0.00328943755462186,-0.0796519433421194,-0.0126865743486299,0.138551053589239,0.721883160288522
"234",0.0447652497050302,-0.0713857466253338,-0.0131944083298474,0.141823961513067,0.735688827820542
"235",-0.0297872571935072,-0.0725807162278673,-0.0133440749176404,0.140507860880204,0.722817198136347
"236",-0.0210966490498458,-0.0695993618874799,-0.00949159039883003,0.140682216114088,0.699916882842085
"237",-0.0273718509057595,-0.0753905777721103,-0.0120606424814234,0.141038994867123,0.70942745017841
"238",-0.0123018358156786,-0.0734449979405352,-0.00897369047117449,0.139297386008035,0.725100659143465
"239",-0.0235642877772165,-0.0683589685999583,-0.00960454996824006,0.138074496934383,0.725948456960544
"240",-0.0246719470734403,-0.0678567077223514,-0.00907537131058184,0.142588726115044,0.709496440419046
"241",-0.0423577515334887,-0.0692200828867269,-0.0110482877101445,0.144012149595684,0.703587242579199
"242",-0.0507950204048464,-0.072378774043497,-0.00979973664661291,0.144658547770193,0.682308112005984
"243",-0.0388420290275795,-0.0691213155670719,-0.0113414606255323,0.144904039054953,0.673383730670586
"244",-0.0579786503854606,-0.0750484199591048,-0.0101681952871786,0.144358010364938,0.672923161639069
"245",-0.0542275891124435,-0.0715571002181049,-0.00785279371284082,0.14147064009716,0.668837901038323
"246",-0.0552934785729159,-0.0690443082637321,-0.00859282871370421,0.138931139942637,0.68004847683919
"247",-0.0686240860835205,-0.0761718417749247,-0.0111102828335083,0.140279159483036,0.682658210878859
"248",-0.0555121575729812,-0.0725500220386732,-0.0104772100636454,0.141480911841211,0.670195590775126
"249",-0.0182906236085909,-0.0694122204985921,-0.0097386004004966,0.142079753103956,0.682358491688542
"250",-0.0382077082019157,-0.074940320462352,-0.00597236949936621,0.136976242183393,0.691941338313127
"251",-0.0783076718585315,-0.0621916089358034,-0.00245389242126443,0.141027129633638,0.705384163645852
"252",-0.113635705279746,-0.0680783752045887,-0.00561579368373794,0.139387033710648,0.686709564940696
"253",-0.0944964942451145,-0.0714279107406632,-0.00786540141975309,0.141015623612633,0.694322374108035
"254",-0.0266374790136271,-0.0684596702282363,-0.00947739354972787,0.138384024148155,0.689498409057008
"255",-0.0493140555497158,-0.0788826248247651,-0.00820988126862096,0.142332983855095,0.686578062008045
"256",-0.0181786618432386,-0.0727332857596219,-0.0132456382985402,0.140859678308128,0.686560961373593
"257",-0.00183113432835015,-0.0745223675346786,-0.00894804381631291,0.143937971109811,0.708469486282377
"258",-0.0280881353383565,-0.0737694985989053,-0.00847374751167323,0.139603788900634,0.713542688952053
"259",-0.014441355236928,-0.0691939339487465,-0.01209642129743,0.139584158041804,0.713074940583417
"260",-0.0226762291033696,-0.076139568219273,-0.0105956144212585,0.139568849748362,0.714239963914877
"261",-0.0572173224629602,-0.0732441923741863,-0.0091807693506168,0.141837368187679,0.736291677633533
"262",-0.0859297363915391,-0.0773996977516173,-0.0103881450118573,0.140390383132257,0.726008853040653
"263",0.0153539119638455,-0.0736823746303445,-0.0115180542769535,0.137565465114634,0.725718358926623
"264",-0.038137348672118,-0.0762188461806028,-0.00797210510456099,0.141997531791769,0.721888250370289
"265",-0.0682967408502217,-0.0720579723513399,-0.0059442504757566,0.134730999785299,0.708534031573741
"266",-0.0866667585692944,-0.0728060848274766,-0.00819362364247121,0.141834823127967,0.70740823100155
"267",-0.0882972516363613,-0.0788733461873571,-0.0073235639732602,0.137839385829042,0.718713629789466
"268",-0.0860812264322681,-0.0746463204998996,-0.0080148165779232,0.13899718061517,0.73416487075002
"269",-0.0114191842162966,-0.0757757245760629,-0.0115568049734708,0.140083774504359,0.722327830841516
"270",-0.00283789443871106,-0.0693482068888429,-0.0117938476491479,0.139774203231122,0.721545241332186
"271",-0.00980476994973636,-0.0694806578889896,-0.0119506481230301,0.137829549538002,0.721723607000759
"272",0.0149362434282141,-0.0708497851641271,-0.0118803048899886,0.138374550244659,0.706644870569793
"273",-0.0319071906756792,-0.0738750885224588,-0.00973678773067652,0.140991064942399,0.702573849658168
"274",-0.0086388708428891,-0.070615027617138,-0.0106013981838075,0.138826088537634,0.710002395269224
"275",0.00284983374316346,-0.0745751872306357,-0.0141334829498257,0.138013917040695,0.718923824811323
"276",0.021990608845305,-0.0759988675343465,-0.0130069545711036,0.134993221886977,0.72129884436563
"277",-0.013319755053473,-0.0749942445675783,-0.0129134176955776,0.139357347323777,0.718100640687577
"278",0.0218286100672086,-0.0810871374806107,-0.0158493842124014,0.14107135594686,0.744697352979416
"279",0.0150703427034098,-0.0755369339367782,-0.0153058675882858,0.139923313958999,0.742690586823271
"280",-0.029687666102441,-0.0780718103983985,-0.0095695218973501,0.139436183193403,0.72563456384983
"281",-0.0214997574518808,-0.0721000349585251,-0.0113348033955031,0.139934102543118,0.709029251432032
"282",-0.0493529249949617,-0.0708853449951742,-0.00826613331189638,0.14145306899905,0.696081946111415
"283",-0.0653872055973878,-0.0662075072609199,-0.00641245051089482,0.140806999646411,0.697212918815172
"284",-0.0754979314738209,-0.0709224341468076,-0.0064811661405327,0.141553592446412,0.698526704603325
"285",-0.039405043321923,-0.0647797051323329,-0.00861160175118389,0.140032124884923,0.693938326755414
"286",-0.00847724471502676,-0.0703525971844106,-0.0115958387234682,0.138346689137614,0.685005390505527
"287",-0.0383198488922056,-0.0789042444896622,-0.0105430331901748,0.14313609183051,0.695246315295281
