"","datetime","temp","var","site_id","variable","observation"
"33",2022-01-03 23:00:00,-9.0613,0.0045,"HARV","nee",0.904909034316937
"34",2022-01-04,-9.395,0.001,"HARV","nee",2.63718121038064
"35",2022-01-04 00:30:00,-9.5637,0.0021,"HARV","nee",0.247019326305958
"36",2022-01-04 01:00:00,-9.6887,8e-04,"HARV","nee",0.499059319083528
"37",2022-01-04 02:00:00,-10.0183,0.0072,"HARV","nee",2.92198025294976
"38",2022-01-04 03:00:00,-10.6019,0.0054,"HARV","nee",0.636505992532262
"39",2022-01-04 03:30:00,-10.8215,0.0024,"HARV","nee",8.23695670323027
"40",2022-01-04 04:30:00,-11.2772,0.003,"HARV","nee",0.208142347401172
"41",2022-01-04 05:00:00,-11.4681,0.0064,"HARV","nee",-1.40217283110935
"42",2022-01-04 08:00:00,-12.5621,0.0191,"HARV","nee",-0.875681054772101
"43",2022-01-04 08:30:00,-12.8664,0.0023,"HARV","nee",0.365508657132554
"44",2022-01-04 09:00:00,-12.9699,0.0015,"HARV","nee",0.529961741336323
"45",2022-01-04 09:30:00,-12.8334,0.0015,"HARV","nee",1.68929160168372
"46",2022-01-04 10:00:00,-12.9359,0.0076,"HARV","nee",0.45165227454427
"47",2022-01-04 10:30:00,-12.7239,6e-04,"HARV","nee",0.761395705195155
"48",2022-01-04 11:00:00,-12.743,7e-04,"HARV","nee",0.69240985823321
"49",2022-01-04 11:30:00,-12.765,6e-04,"HARV","nee",0.492870102187929
"50",2022-01-04 12:00:00,-12.7891,5e-04,"HARV","nee",0.639427609516061
"51",2022-01-04 13:00:00,-12.3892,0.0368,"HARV","nee",0.804677693320755
"52",2022-01-04 14:00:00,-10.9594,0.125,"HARV","nee",0.158382154930565
"53",2022-01-04 14:30:00,-10.0774,0.0411,"HARV","nee",1.73833327813414
"54",2022-01-04 15:00:00,-9.0836,0.3617,"HARV","nee",4.6183127510345
"55",2022-01-04 15:30:00,-7.6092,0.0951,"HARV","nee",-2.43976235886206
"56",2022-01-04 16:00:00,-6.3427,0.0823,"HARV","nee",1.33260109696825
"57",2022-01-04 16:30:00,-5.3991,0.0964,"HARV","nee",1.49769867214492
"58",2022-01-04 18:00:00,-3.6284,0.0161,"HARV","nee",0.359322500822737
"59",2022-01-04 18:30:00,-3.3121,0.0354,"HARV","nee",0.313087549361584
"60",2022-01-04 19:00:00,-2.8317,0.0342,"HARV","nee",0.485926696974735
"61",2022-01-04 19:30:00,-2.6118,0.0058,"HARV","nee",0.374385114722846
"62",2022-01-04 20:00:00,-2.4943,0.0083,"HARV","nee",0.405710563189317
"63",2022-01-04 21:00:00,-2.8456,0.0108,"HARV","nee",0.696487044038205
"64",2022-01-04 21:30:00,-3.1551,0.0105,"HARV","nee",-1.84904258822135
"65",2022-01-04 22:00:00,-3.3923,0.0121,"HARV","nee",0.412598594140148
"66",2022-01-04 22:30:00,-3.65,0.0018,"HARV","nee",0.38849875139215
"67",2022-01-04 23:00:00,-3.796,0.0027,"HARV","nee",1.30037910329854
"68",2022-01-04 23:30:00,-3.8371,0.0032,"HARV","nee",0.632034137319607
"69",2022-01-05,-3.8297,0.0016,"HARV","nee",-2.87585359835606
"70",2022-01-05 00:30:00,-3.8967,0.0027,"HARV","nee",0.168789440388145
"71",2022-01-05 01:00:00,-3.9916,0.0032,"HARV","nee",1.08571899722552
"72",2022-01-05 01:30:00,-4.0091,8e-04,"HARV","nee",0.813665904167284
"73",2022-01-05 02:30:00,-4.1383,0.0023,"HARV","nee",0.871035910331406
"74",2022-01-05 03:30:00,-4.1466,0.0067,"HARV","nee",-1.29658582304045
"75",2022-01-05 05:00:00,-4.2334,0.0011,"HARV","nee",0.996429973427153
"76",2022-01-05 06:30:00,-3.7914,0.001,"HARV","nee",7.65930121912387
"77",2022-01-05 07:00:00,-3.9119,0.0044,"HARV","nee",3.66437739099496
"78",2022-01-05 07:30:00,-3.9151,0.0023,"HARV","nee",2.21526308432664
"79",2022-01-05 08:00:00,-3.9014,0.0075,"HARV","nee",4.39561686350015
"80",2022-01-05 09:00:00,-3.1094,0.0111,"HARV","nee",2.55313387589777
"81",2022-01-05 09:30:00,-3.1098,0.0032,"HARV","nee",0.40832526123655
"82",2022-01-05 10:00:00,-2.8486,0.0228,"HARV","nee",1.39061812689866
"83",2022-01-05 10:30:00,-2.7199,2e-04,"HARV","nee",0.97964259844227
"84",2022-01-05 11:00:00,-2.8316,0.0018,"HARV","nee",0.438662258390467
"85",2022-01-05 11:30:00,-2.5682,0.0121,"HARV","nee",0.617293952271376
"86",2022-01-05 12:30:00,-1.864,0.0162,"HARV","nee",0.996057348017126
"87",2022-01-05 13:00:00,-1.2082,0.0163,"HARV","nee",3.41568391435131
"88",2022-01-06 03:00:00,2.8845,0.0028,"HARV","nee",3.61182851382328
"89",2022-01-06 03:30:00,2.715,0.0034,"HARV","nee",1.11793045639497
"90",2022-01-06 04:00:00,2.449,0.0105,"HARV","nee",1.13305956729431
"91",2022-01-06 04:30:00,2.2206,0.0019,"HARV","nee",1.08778656386689
"92",2022-01-06 07:00:00,1.6462,0.0014,"HARV","nee",1.22001881221635
"93",2022-01-06 07:30:00,1.6179,7e-04,"HARV","nee",1.07607182424131
"94",2022-01-06 08:00:00,1.5631,7e-04,"HARV","nee",-0.665750330642812
"95",2022-01-06 08:30:00,1.4978,0.0061,"HARV","nee",0.767808423651305
"96",2022-01-06 09:00:00,1.2353,0.0045,"HARV","nee",1.07347511959349
"97",2022-01-06 09:30:00,0.9421,0.0124,"HARV","nee",1.39002839124064
"98",2022-01-06 10:00:00,0.8789,0.0077,"HARV","nee",2.94546684004059
"99",2022-01-06 10:30:00,0.3904,0.1036,"HARV","nee",1.51470459810967
"100",2022-01-06 11:00:00,-0.1926,0.0129,"HARV","nee",0.96895168618381
"101",2022-01-06 12:30:00,-0.8505,5e-04,"HARV","nee",0.694397733103496
"102",2022-01-06 13:00:00,-0.804,0.0051,"HARV","nee",0.224990440166352
"103",2022-01-06 13:30:00,-0.7434,0.0054,"HARV","nee",0.822398647247562
"104",2022-01-06 14:00:00,-1.105,0.0109,"HARV","nee",0.171016033871581
"105",2022-01-06 14:30:00,-1.3043,0.002,"HARV","nee",0.340659553128607
"106",2022-01-06 15:00:00,-1.2529,0.0161,"HARV","nee",1.14489846508456
"107",2022-01-06 16:30:00,-1.6734,0.0137,"HARV","nee",0.242601911952429
"108",2022-01-06 17:00:00,-1.8988,0.0179,"HARV","nee",0.527412414246004
"109",2022-01-06 17:30:00,-1.9185,0.0076,"HARV","nee",0.21038820002047
"110",2022-01-06 18:30:00,-1.3427,0.0223,"HARV","nee",0.230090851819088
"111",2022-01-06 19:00:00,-1.2231,0.008,"HARV","nee",0.692742508488541
"112",2022-01-06 19:30:00,-1.074,0.0075,"HARV","nee",-3.74021044137617
"113",2022-01-06 20:30:00,-1.6577,8e-04,"HARV","nee",1.24480175284575
"114",2022-01-06 21:00:00,-1.829,0.0145,"HARV","nee",0.179067674490483
"115",2022-01-06 21:30:00,-2.2234,0.0043,"HARV","nee",0.0792699290646146
"116",2022-01-06 22:00:00,-2.4324,0.005,"HARV","nee",2.93851365725535
"117",2022-01-06 22:30:00,-2.7311,0.0071,"HARV","nee",-1.14043871456983
"118",2022-01-06 23:30:00,-3.1838,7e-04,"HARV","nee",1.0294262858243
"119",2022-01-07 00:30:00,-3.2087,7e-04,"HARV","nee",1.03074532210645
"120",2022-01-07 01:00:00,-3.2199,0.0012,"HARV","nee",0.52409822115043
"121",2022-01-07 01:30:00,-3.3378,0.0021,"HARV","nee",0.88803994596006
"122",2022-01-07 02:00:00,-3.5024,0.0037,"HARV","nee",1.34008387736658
"123",2022-01-07 03:00:00,-3.618,3e-04,"HARV","nee",1.11153927338899
"124",2022-01-07 03:30:00,-3.6721,3e-04,"HARV","nee",1.08201986698475
"125",2022-01-07 04:00:00,-3.6691,5e-04,"HARV","nee",1.46098577727582
"126",2022-01-07 06:00:00,-3.7743,0,"HARV","nee",0.945658288964414
"127",2022-01-07 07:00:00,-3.6961,6e-04,"HARV","nee",1.33666239469337
"128",2022-01-07 07:30:00,-3.7945,0.0124,"HARV","nee",0.761860637552222
"129",2022-01-07 08:00:00,-4.4829,0.064,"HARV","nee",1.07178053604653
"130",2022-01-07 08:30:00,-4.8998,8e-04,"HARV","nee",0.436023738363254
"131",2022-01-07 09:00:00,-4.9642,4e-04,"HARV","nee",0.255171474373951
"132",2022-01-07 10:00:00,-4.7544,0.002,"HARV","nee",0.817891552913501
"133",2022-01-07 10:30:00,-4.7032,3e-04,"HARV","nee",0.912236577787278
"134",2022-01-07 11:00:00,-4.6279,0.0022,"HARV","nee",0.28841330932707
"135",2022-01-07 11:30:00,-4.613,1e-04,"HARV","nee",0.449514297452644
"136",2022-01-07 12:00:00,-4.6636,8e-04,"HARV","nee",0.293248834783171
"137",2022-01-07 13:00:00,-4.6975,3e-04,"HARV","nee",1.42320379347227
"138",2022-01-07 13:30:00,-4.7625,1e-04,"HARV","nee",1.66576211094474
"139",2022-01-07 14:00:00,-4.8147,5e-04,"HARV","nee",0.537512885374995
"140",2022-01-07 14:30:00,-4.8158,6e-04,"HARV","nee",1.03889554565358
"141",2022-01-07 15:00:00,-4.7199,0.0013,"HARV","nee",0.251892780745824
"142",2022-01-07 15:30:00,-4.6206,8e-04,"HARV","nee",3.86263057540342
"143",2022-01-07 16:00:00,-4.4317,0.0064,"HARV","nee",1.88148000376311
"144",2022-01-07 16:30:00,-4.1691,0.0049,"HARV","nee",0.989274317010441
"145",2022-01-07 17:00:00,-4.0045,0.0018,"HARV","nee",0.379222879986603
"146",2022-01-07 18:00:00,-4.0273,3e-04,"HARV","nee",0.606317226662872
"147",2022-01-07 18:30:00,-4.0769,8e-04,"HARV","nee",0.533730959454152
"148",2022-01-07 19:00:00,-3.9505,0.0025,"HARV","nee",0.475649802226554
"149",2022-01-07 19:30:00,-3.4802,0.0256,"HARV","nee",0.186557960773423
"150",2022-01-07 20:00:00,-3.3886,0.0035,"HARV","nee",0.243167925081002
"151",2022-01-07 20:30:00,-3.4598,3e-04,"HARV","nee",0.256111447886289
"152",2022-01-07 21:00:00,-3.5152,0.004,"HARV","nee",0.259475274041361
"153",2022-01-07 21:30:00,-3.6464,0.0037,"HARV","nee",0.42454463477947
"154",2022-01-07 22:00:00,-3.8159,0.0078,"HARV","nee",0.221745385707637
"155",2022-01-07 22:30:00,-4.184,0.0458,"HARV","nee",0.539408871237347
"156",2022-01-07 23:00:00,-4.6624,0.0052,"HARV","nee",1.26784564841195
"157",2022-01-07 23:30:00,-5.1829,0.0289,"HARV","nee",0.591229653148304
"158",2022-01-08 01:30:00,-7.3864,0.0215,"HARV","nee",0.636908754171471
"159",2022-01-08 02:30:00,-8.2339,0.0269,"HARV","nee",1.00561962899858
"160",2022-01-08 03:00:00,-8.6464,0.0083,"HARV","nee",0.36434010022411
"161",2022-01-08 03:30:00,-8.8874,0.0051,"HARV","nee",0.20060556638409
"162",2022-01-08 05:00:00,-9.4786,0.0056,"HARV","nee",0.276317951776008
"163",2022-01-08 06:00:00,-10.1113,0.0097,"HARV","nee",0.324958342825732
"164",2022-01-08 06:30:00,-10.4361,0.0117,"HARV","nee",0.15696607146037
"165",2022-01-08 07:00:00,-10.7132,0.005,"HARV","nee",0.22990397465358
"166",2022-01-08 07:30:00,-10.9862,0.0102,"HARV","nee",0.171414066978003
"167",2022-01-08 08:00:00,-11.3068,0.0079,"HARV","nee",0.293628969160174
"168",2022-01-08 08:30:00,-11.5753,0.0125,"HARV","nee",0.218301784897734
"169",2022-01-08 09:00:00,-11.923,0.0174,"HARV","nee",0.398172911993596
"170",2022-01-08 09:30:00,-12.2056,0.0078,"HARV","nee",0.309346783668265
"171",2022-01-08 10:00:00,-12.5238,0.0128,"HARV","nee",0.327866361255092
"172",2022-01-08 10:30:00,-12.6808,0.0019,"HARV","nee",0.654702338039694
"173",2022-01-08 11:00:00,-12.852,0.0111,"HARV","nee",0.623221701414209
"174",2022-01-08 12:30:00,-12.8622,0.0561,"HARV","nee",0.853952789266357
"175",2022-01-08 13:00:00,-12.2841,0.0084,"HARV","nee",0.705751604045888
"176",2022-01-08 13:30:00,-12.0406,0.004,"HARV","nee",2.24113016427674
"177",2022-01-08 14:00:00,-11.5413,0.0272,"HARV","nee",0.57949004685062
"178",2022-01-08 14:30:00,-10.8184,0.0262,"HARV","nee",0.773166215077361
"179",2022-01-08 15:00:00,-10.042,0.0984,"HARV","nee",0.962225232747948
"180",2022-01-08 15:30:00,-9.0361,0.114,"HARV","nee",2.0135457434217
"181",2022-01-08 16:30:00,-7.6194,0.0946,"HARV","nee",0.651863094833385
"182",2022-01-08 18:00:00,-6.2382,0.0262,"HARV","nee",0.355173630179634
"183",2022-01-08 18:30:00,-5.7458,0.0607,"HARV","nee",0.503649791114313
"184",2022-01-08 19:00:00,-5.1767,0.0284,"HARV","nee",0.255927265823775
"185",2022-01-08 19:30:00,-4.1886,0.0414,"HARV","nee",0.368708111794805
"186",2022-01-08 20:00:00,-4.5772,0.0108,"HARV","nee",0.1877384075217
"187",2022-01-08 22:00:00,-5.649,0.0058,"HARV","nee",-0.00738498299915081
"188",2022-01-08 22:30:00,-6.2823,0.0502,"HARV","nee",-0.349324256772108
"189",2022-01-08 23:00:00,-5.8799,0.0634,"HARV","nee",-0.136869079254216
"190",2022-01-08 23:30:00,-6.0565,0.0063,"HARV","nee",-0.288493531947298
"191",2022-01-09,-6.0682,0.0205,"HARV","nee",0.0885544462756925
"192",2022-01-09 00:30:00,-6.2269,0.0031,"HARV","nee",-0.123085767675201
"193",2022-01-09 01:30:00,-6.382,0.0092,"HARV","nee",-0.0458912539345017
"194",2022-01-09 02:30:00,-6.7029,0.0015,"HARV","nee",0.668273653698265
"195",2022-01-09 04:30:00,-7.7783,0.0202,"HARV","nee",1.51466766374511
"196",2022-01-09 05:30:00,-6.7732,0.0181,"HARV","nee",1.99341311839019
"197",2022-01-09 06:00:00,-7.0546,0.115,"HARV","nee",-1.69252454007476
"198",2022-01-09 06:30:00,-7.0688,0.1097,"HARV","nee",0.595728629980309
"199",2022-01-09 07:30:00,-5.1992,0.0098,"HARV","nee",2.49350504294562
"200",2022-01-09 09:30:00,-4.7654,0.0028,"HARV","nee",1.85637521293184
"201",2022-01-09 11:00:00,-4.1739,0.0087,"HARV","nee",0.938224548212305
"202",2022-01-09 12:00:00,-3.5944,0.0019,"HARV","nee",2.27910730311724
"203",2022-01-09 12:30:00,-3.5023,0.0084,"HARV","nee",1.94162680817577
"204",2022-01-09 13:00:00,-3.1644,0.012,"HARV","nee",1.9905916703728
"205",2022-01-09 14:00:00,-2.6076,0.0133,"HARV","nee",1.2427675110002
"206",2022-01-09 14:30:00,-2.342,6e-04,"HARV","nee",0.814987142164663
"207",2022-01-10 07:00:00,-2.2872,0.011,"HARV","nee",0.779793233978754
"208",2022-01-10 07:30:00,-2.669,0.0164,"HARV","nee",1.12243637917042
"209",2022-01-10 08:00:00,-3.2271,0.041,"HARV","nee",0.549287579251138
"210",2022-01-10 08:30:00,-3.7125,0.0125,"HARV","nee",0.478772892713632
"211",2022-01-10 09:30:00,-4.4951,0.0123,"HARV","nee",0.562123901646298
"212",2022-01-10 10:00:00,-4.9218,0.0245,"HARV","nee",1.44442143962457
"213",2022-01-10 10:30:00,-5.338,0.0146,"HARV","nee",0.284555261155528
"214",2022-01-10 11:00:00,-5.6127,0.0082,"HARV","nee",0.275882623459229
"215",2022-01-10 13:30:00,-6.6867,0.0044,"HARV","nee",0.365951113619478
"216",2022-01-10 14:00:00,-6.7843,0.0036,"HARV","nee",0.435134369387816
"217",2022-01-10 14:30:00,-6.5633,0.0102,"HARV","nee",0.843037291223624
"218",2022-01-10 15:00:00,-6.5101,0.0097,"HARV","nee",0.292543198133428
"219",2022-01-10 15:30:00,-6.7002,0.0111,"HARV","nee",0.206522824615942
"220",2022-01-10 16:00:00,-6.6191,0.0142,"HARV","nee",0.173611896459014
"221",2022-01-10 16:30:00,-6.2803,0.0227,"HARV","nee",0.744789893743366
"222",2022-01-10 17:00:00,-6.3141,0.0368,"HARV","nee",1.3839611470946
"223",2022-01-10 17:30:00,-6.3851,0.024,"HARV","nee",-0.953322444539981
"224",2022-01-10 18:00:00,-6.7753,0.02,"HARV","nee",0.282834566938015
"225",2022-01-10 18:30:00,-7.1522,0.0326,"HARV","nee",0.862374987224061
"226",2022-01-10 19:00:00,-6.6706,0.013,"HARV","nee",0.694613105667428
"227",2022-01-10 19:30:00,-6.9368,0.0105,"HARV","nee",0.2577040403139
"228",2022-01-10 20:00:00,-6.8836,0.0095,"HARV","nee",0.362911053109541
"229",2022-01-10 20:30:00,-6.7954,0.0076,"HARV","nee",0.482686115372348
"230",2022-01-10 21:00:00,-7.3954,0.0932,"HARV","nee",0.3706447021431
"231",2022-01-10 21:30:00,-7.9256,5e-04,"HARV","nee",0.354190006177822
"232",2022-01-10 22:00:00,-8.0828,0.0115,"HARV","nee",0.582677467233648
"233",2022-01-10 22:30:00,-8.2387,0.001,"HARV","nee",0.497558341234824
"234",2022-01-10 23:00:00,-8.4005,0.0088,"HARV","nee",0.482105760201251
"235",2022-01-10 23:30:00,-8.5993,6e-04,"HARV","nee",0.428029902967398
"236",2022-01-11,-8.6386,0.0024,"HARV","nee",0.607349997286717
"237",2022-01-11 00:30:00,-8.723,2e-04,"HARV","nee",0.410388092750362
"238",2022-01-11 01:00:00,-8.8237,0.0049,"HARV","nee",0.522948326887215
"239",2022-01-11 01:30:00,-9.1603,0.0219,"HARV","nee",0.333866373803609
"240",2022-01-11 02:00:00,-9.5323,0.0019,"HARV","nee",1.04407969462183
"241",2022-01-11 03:30:00,-9.8279,0.0147,"HARV","nee",0.207432343704848
"242",2022-01-11 04:00:00,-10.253,0.0076,"HARV","nee",0.281374228086603
"243",2022-01-11 04:30:00,-10.4856,0.0027,"HARV","nee",0.641318518802423
"244",2022-01-11 05:00:00,-10.5431,0.0053,"HARV","nee",0.692380181306226
"245",2022-01-11 05:30:00,-10.7559,0.0078,"HARV","nee",0.147979034680708
"246",2022-01-11 06:00:00,-11.0297,8e-04,"HARV","nee",0.258151324344471
"247",2022-01-11 06:30:00,-11.1044,0.0024,"HARV","nee",0.254365715162966
"248",2022-01-11 07:00:00,-11.2377,0.0016,"HARV","nee",0.127255792814782
"249",2022-01-11 08:00:00,-11.6251,0.0201,"HARV","nee",1.40240269656362
"250",2022-01-11 08:30:00,-12.0205,0.0301,"HARV","nee",0.560922678189521
"251",2022-01-11 09:00:00,-12.8092,0.0795,"HARV","nee",0.182058397921627
"252",2022-01-11 09:30:00,-13.674,0.0564,"HARV","nee",0.258242578920258
"253",2022-01-11 10:00:00,-14.7548,0.1001,"HARV","nee",0.25147707388089
"254",2022-01-11 10:30:00,-15.4376,0.0159,"HARV","nee",0.516730312611795
"255",2022-01-11 11:00:00,-15.9193,0.0174,"HARV","nee",0.284992298373926
"256",2022-01-11 11:30:00,-16.4003,0.0173,"HARV","nee",0.330191778979765
"257",2022-01-11 12:30:00,-17.3264,0.0053,"HARV","nee",0.431694699106002
"258",2022-01-11 13:00:00,-17.4355,0.005,"HARV","nee",0.856067858026167
"259",2022-01-11 13:30:00,-17.5405,0.0036,"HARV","nee",0.133674546687218
"260",2022-01-11 14:30:00,-17.4683,0.0102,"HARV","nee",0.0744956093677216
"261",2022-01-11 15:00:00,-17.286,0.0167,"HARV","nee",0.0948688235400281
"262",2022-01-11 15:30:00,-17.0409,0.014,"HARV","nee",0.53830057798717
"263",2022-01-11 16:00:00,-16.7888,0.0192,"HARV","nee",0.0535278277106633
"264",2022-01-11 17:00:00,-15.7953,0.0398,"HARV","nee",0.366068788293505
"265",2022-01-11 18:00:00,-14.9647,0.0607,"HARV","nee",-0.474311659203917
"266",2022-01-11 18:30:00,-14.6991,0.0457,"HARV","nee",0.401312643516779
"267",2022-01-11 19:00:00,-14.4285,0.0417,"HARV","nee",0.130633602679438
"268",2022-01-11 21:30:00,-14.6624,0.0284,"HARV","nee",0.139910355125804
"269",2022-01-11 22:30:00,-15.5553,0.0029,"HARV","nee",0.126772520355112
"270",2022-01-11 23:00:00,-15.8467,0.0059,"HARV","nee",0.339499438381847
"271",2022-01-12 00:30:00,-16.7268,0.0075,"HARV","nee",0.139752391056828
"272",2022-01-12 03:00:00,-16.634,0.0246,"HARV","nee",0.453056692576388
"273",2022-01-12 04:00:00,-16.7629,0.0252,"HARV","nee",0.277451620662829
"274",2022-01-12 04:30:00,-16.322,0.0678,"HARV","nee",-0.213255290424749
"275",2022-01-12 05:30:00,-16.3407,0.0583,"HARV","nee",-0.652718161532428
"276",2022-01-12 06:00:00,-16.1007,0.0024,"HARV","nee",0.676921447256416
"277",2022-01-12 06:30:00,-15.661,0.0339,"HARV","nee",1.90435032259512
"278",2022-01-12 07:00:00,-15.4601,0.0167,"HARV","nee",1.93854895534875
"279",2022-01-12 07:30:00,-14.8646,0.0304,"HARV","nee",0.635471449720751
"280",2022-01-12 08:00:00,-14.4948,0.0064,"HARV","nee",0.187547837733621
"281",2022-01-12 09:00:00,-13.876,0.0172,"HARV","nee",-0.912645897303418
"282",2022-01-12 10:00:00,-12.4357,0.1298,"HARV","nee",-4.48655063216902
"283",2022-01-12 10:30:00,-12.0588,0.0078,"HARV","nee",-0.513018316944188
"284",2022-01-12 11:30:00,-11.2064,0.041,"HARV","nee",1.66719467584958
"285",2022-01-12 12:00:00,-10.5091,0.01,"HARV","nee",-0.603956247329854
"286",2022-01-12 12:30:00,-10.0775,0.0374,"HARV","nee",-0.507312905429053
"287",2022-01-12 13:00:00,-9.2636,0.0614,"HARV","nee",1.34155048420457
"288",2022-01-12 13:30:00,-8.5045,0.0289,"HARV","nee",1.35910874288418
"289",2022-01-12 16:30:00,-4.0953,0.0231,"HARV","nee",1.26712278654186
"290",2022-01-12 18:00:00,-2.1904,0.0051,"HARV","nee",0.701433123251675
"291",2022-01-12 18:30:00,-2.0692,0.0022,"HARV","nee",0.147048329742964
"292",2022-01-12 19:00:00,-1.8585,0.011,"HARV","nee",0.536179044816196
"293",2022-01-12 19:30:00,-1.5933,0.0029,"HARV","nee",1.03439631960069
"294",2022-01-12 20:00:00,-1.412,0.0033,"HARV","nee",0.874154248891432
"295",2022-01-12 20:30:00,-1.2341,0.0014,"HARV","nee",2.07435728512873
"296",2022-01-12 21:30:00,-1.1079,6e-04,"HARV","nee",0.926784819060516
"297",2022-01-12 22:00:00,-1.087,2e-04,"HARV","nee",0.491275632052392
"298",2022-01-12 22:30:00,-1.0891,2e-04,"HARV","nee",0.579622845405515
"299",2022-01-12 23:00:00,-1.1128,4e-04,"HARV","nee",0.229696582039801
"300",2022-01-13 01:00:00,-1.4035,0.002,"HARV","nee",0.186288210257124
"301",2022-01-13 02:30:00,-2.0648,0.0031,"HARV","nee",0.169109915700896
"302",2022-01-13 03:00:00,-1.9972,5e-04,"HARV","nee",2.91518610359239
"303",2022-01-13 03:30:00,-1.9638,0.0043,"HARV","nee",1.76894975783094
"304",2022-01-13 04:00:00,-1.8166,0.0029,"HARV","nee",0.177412580012698
"305",2022-01-13 05:00:00,-1.7727,0.006,"HARV","nee",0.348228768194647
"306",2022-01-13 05:30:00,-1.9037,4e-04,"HARV","nee",0.520497408129328
"307",2022-01-13 06:00:00,-1.895,0.0011,"HARV","nee",0.561967518139917
"308",2022-01-13 06:30:00,-1.994,0.0031,"HARV","nee",0.151959357770938
"309",2022-01-13 07:00:00,-2.1141,0.0011,"HARV","nee",0.134778954237814
"310",2022-01-13 08:00:00,-2.4606,9e-04,"HARV","nee",0.0759058525238746
"311",2022-01-13 08:30:00,-2.5053,0.0011,"HARV","nee",0.041934867927377
"312",2022-01-13 09:00:00,-2.6358,0.0159,"HARV","nee",-0.0446520834503962
"313",2022-01-13 10:30:00,-2.5822,0.0123,"HARV","nee",0.0982215528590279
"314",2022-01-13 11:00:00,-2.1531,0.046,"HARV","nee",0.515321524025118
"315",2022-01-13 11:30:00,-1.9177,0.0042,"HARV","nee",0.0930424997099107
"316",2022-01-13 12:30:00,-1.6685,0.0137,"HARV","nee",-0.171842036978865
"317",2022-01-13 13:30:00,-1.9075,0.0032,"HARV","nee",-0.225030557074561
"318",2022-01-13 14:00:00,-1.4093,0.0323,"HARV","nee",0.631165223706732
"319",2022-01-13 15:30:00,0.601,0.044,"HARV","nee",1.43088106417274
"320",2022-01-13 16:00:00,1.1192,0.0473,"HARV","nee",4.08464732790179
"321",2022-01-13 17:00:00,1.8777,0.0081,"HARV","nee",3.2605347872793
"322",2022-01-13 17:30:00,2.3187,0.0343,"HARV","nee",0.407520096503422
"323",2022-01-13 18:30:00,3.1036,0.04,"HARV","nee",0.533207336752639
"324",2022-01-13 19:00:00,3.7007,0.021,"HARV","nee",1.3499873270646
"325",2022-01-13 19:30:00,3.9218,0.0098,"HARV","nee",0.413308663972612
"326",2022-01-13 20:00:00,4.1906,0.006,"HARV","nee",0.445940170959157
