"","datetime","site_id","variable","observation"
"197",2017-03-06 17:30:00,"HARV","nee",0.676923384543003
"198",2017-03-06 18:30:00,"HARV","nee",1.05894672678988
"199",2017-03-06 19:00:00,"HARV","nee",0.465978519683582
"200",2017-03-06 20:00:00,"HARV","nee",0.473759507324931
"201",2017-03-06 20:30:00,"HARV","nee",1.18223003404035
"202",2017-03-06 21:00:00,"HARV","nee",0.496282013587867
"203",2017-03-06 21:30:00,"HARV","nee",0.433200204697443
"204",2017-03-06 22:00:00,"HARV","nee",0.13547345925781
"205",2017-03-06 22:30:00,"HARV","nee",0.383051537042694
"206",2017-03-06 23:00:00,"HARV","nee",0.218589597664646
"207",2017-03-06 23:30:00,"HARV","nee",-0.137487476442283
"208",2017-03-07 01:30:00,"HARV","nee",0.126336929110641
"209",2017-03-07 03:00:00,"HARV","nee",-0.913892480917625
"210",2017-03-07 04:00:00,"HARV","nee",0.541230606830166
"211",2017-03-07 04:30:00,"HARV","nee",1.3445764747176
"212",2017-03-07 05:00:00,"HARV","nee",0.658049439648654
"213",2017-03-07 05:30:00,"HARV","nee",0.638918793383991
"214",2017-03-07 06:30:00,"HARV","nee",1.33920253021743
"215",2017-03-07 07:30:00,"HARV","nee",1.4735516478314
"216",2017-03-07 08:00:00,"HARV","nee",1.55062550948781
"217",2017-03-07 08:30:00,"HARV","nee",3.01304951258049
"218",2017-03-07 09:00:00,"HARV","nee",2.97774669012601
"219",2017-03-07 09:30:00,"HARV","nee",1.68685210061853
"220",2017-03-07 10:00:00,"HARV","nee",0.710257639091896
"221",2017-03-07 10:30:00,"HARV","nee",0.916549989946378
"222",2017-03-07 12:00:00,"HARV","nee",0.819788095049491
"223",2017-03-07 12:30:00,"HARV","nee",0.728128427411798
"224",2017-03-07 13:00:00,"HARV","nee",0.957827446082005
"225",2017-03-07 13:30:00,"HARV","nee",1.16323917493965
"226",2017-03-07 14:00:00,"HARV","nee",0.620294952394297
"227",2017-03-07 14:30:00,"HARV","nee",0.475670011935711
"228",2017-03-07 15:00:00,"HARV","nee",0.662931355111014
"229",2017-03-07 15:30:00,"HARV","nee",0.681683779124664
"230",2017-03-07 16:00:00,"HARV","nee",0.858112009160792
"231",2017-03-07 16:30:00,"HARV","nee",0.388067450831915
"232",2017-03-07 17:00:00,"HARV","nee",0.810008594302829
"233",2017-03-07 17:30:00,"HARV","nee",0.546143923486499
"234",2017-03-07 18:00:00,"HARV","nee",0.443624984245944
"235",2017-03-07 18:30:00,"HARV","nee",0.528400550413176
"236",2017-03-07 19:00:00,"HARV","nee",0.386707860885162
"237",2017-03-07 19:30:00,"HARV","nee",0.197427181519293
"238",2017-03-07 20:00:00,"HARV","nee",0.325570396521221
"239",2017-03-07 20:30:00,"HARV","nee",0.541069321106855
"240",2017-03-07 21:00:00,"HARV","nee",0.453966270517609
"241",2017-03-07 22:00:00,"HARV","nee",0.47519570996592
"242",2017-03-09 16:00:00,"HARV","nee",-1.18557998800804
"243",2017-03-09 17:00:00,"HARV","nee",-0.00015373269623791
"244",2017-03-09 18:00:00,"HARV","nee",0.0140935673842186
"245",2017-03-09 19:00:00,"HARV","nee",-0.0989883801471668
"246",2017-03-09 20:00:00,"HARV","nee",-0.113220321927657
"247",2017-03-09 20:30:00,"HARV","nee",-0.194413579038939
"248",2017-03-09 21:00:00,"HARV","nee",0.240562968215757
"249",2017-03-09 22:00:00,"HARV","nee",0.352615330977018
"250",2017-03-09 22:30:00,"HARV","nee",0.40226070148433
"251",2017-03-09 23:00:00,"HARV","nee",0.439707258031438
"252",2017-03-09 23:30:00,"HARV","nee",0.557538928925939
"253",2017-03-10,"HARV","nee",0.982393882655113
"254",2017-03-10 00:30:00,"HARV","nee",0.983492973064942
"255",2017-03-10 01:00:00,"HARV","nee",1.35791505620887
"256",2017-03-10 01:30:00,"HARV","nee",0.580464348633993
"257",2017-03-10 02:00:00,"HARV","nee",0.572967831524718
"258",2017-03-10 02:30:00,"HARV","nee",0.740483390595556
"259",2017-03-10 03:00:00,"HARV","nee",0.311176611912079
"260",2017-03-10 03:30:00,"HARV","nee",0.802056470702499
"261",2017-03-10 04:00:00,"HARV","nee",0.760617964337967
"262",2017-03-10 04:30:00,"HARV","nee",0.401541241148914
"263",2017-03-10 05:00:00,"HARV","nee",0.330853473083224
"264",2017-03-10 05:30:00,"HARV","nee",1.37948769048444
"265",2017-03-10 06:00:00,"HARV","nee",0.415983233343059
"266",2017-03-10 06:30:00,"HARV","nee",0.924727620908016
"267",2017-03-10 07:00:00,"HARV","nee",0.534163792151499
"268",2017-03-10 07:30:00,"HARV","nee",0.441190229589709
"269",2017-03-10 08:00:00,"HARV","nee",0.432569313168947
"270",2017-03-10 08:30:00,"HARV","nee",0.632559460264297
"271",2017-03-10 09:00:00,"HARV","nee",0.775793187932725
"272",2017-03-10 09:30:00,"HARV","nee",0.514533127313149
"273",2017-03-10 11:00:00,"HARV","nee",0.137782260386554
"274",2017-03-10 11:30:00,"HARV","nee",2.66325097772425
"275",2017-03-10 12:00:00,"HARV","nee",1.69567368086663
"276",2017-03-10 12:30:00,"HARV","nee",1.61608051778732
"277",2017-03-10 13:00:00,"HARV","nee",0.694983546087764
"278",2017-03-10 13:30:00,"HARV","nee",0.777511174051291
"279",2017-03-10 15:00:00,"HARV","nee",0.281491288867468
"280",2017-03-10 15:30:00,"HARV","nee",0.454310930454639
"281",2017-03-10 16:00:00,"HARV","nee",0.846839472814018
"282",2017-03-10 16:30:00,"HARV","nee",0.12992226346318
"283",2017-03-10 17:30:00,"HARV","nee",0.408569073800082
"284",2017-03-10 18:00:00,"HARV","nee",0.250939921754855
"285",2017-03-10 18:30:00,"HARV","nee",0.270644881340165
"286",2017-03-10 19:00:00,"HARV","nee",0.401507283546727
"287",2017-03-10 19:30:00,"HARV","nee",1.03032526937056
"288",2017-03-10 20:00:00,"HARV","nee",0.722838449542757
"289",2017-03-10 20:30:00,"HARV","nee",0.384078125723257
"290",2017-03-10 21:30:00,"HARV","nee",0.443848456465706
"291",2017-03-10 22:00:00,"HARV","nee",0.27268925326271
"292",2017-03-10 22:30:00,"HARV","nee",0.477889622780966
"293",2017-03-10 23:00:00,"HARV","nee",0.516563920042868
"294",2017-03-10 23:30:00,"HARV","nee",0.337530611867172
"295",2017-03-11,"HARV","nee",0.610030224179103
"296",2017-03-11 00:30:00,"HARV","nee",0.380642235448309
"297",2017-03-11 01:00:00,"HARV","nee",0.765990498387876
"298",2017-03-11 01:30:00,"HARV","nee",0.237022200720419
"299",2017-03-11 02:00:00,"HARV","nee",0.479858153830932
"300",2017-03-11 02:30:00,"HARV","nee",0.265718492485772
"301",2017-03-11 03:00:00,"HARV","nee",0.275879164960914
"302",2017-03-11 03:30:00,"HARV","nee",0.577359604328125
"303",2017-03-11 04:00:00,"HARV","nee",0.6762805902081
"304",2017-03-11 04:30:00,"HARV","nee",0.333853698853483
"305",2017-03-11 06:30:00,"HARV","nee",0.235852053899655
"306",2017-03-11 08:30:00,"HARV","nee",0.271456109183583
"307",2017-03-11 09:00:00,"HARV","nee",0.722683330271172
"308",2017-03-11 09:30:00,"HARV","nee",0.183082132452742
"309",2017-03-11 10:00:00,"HARV","nee",0.220211536886416
"310",2017-03-11 10:30:00,"HARV","nee",0.388257514159905
"311",2017-03-11 11:00:00,"HARV","nee",0.482130463111188
"312",2017-03-11 11:30:00,"HARV","nee",0.261657246982542
"313",2017-03-11 12:00:00,"HARV","nee",-0.00210371728190409
"314",2017-03-11 12:30:00,"HARV","nee",0.567391568298475
"315",2017-03-11 14:30:00,"HARV","nee",0.367820760181452
"316",2017-03-11 15:00:00,"HARV","nee",0.585266621499106
"317",2017-03-11 15:30:00,"HARV","nee",0.0422578891839644
"318",2017-03-11 16:00:00,"HARV","nee",1.06699488920138
"319",2017-03-11 16:30:00,"HARV","nee",0.577131054785812
"320",2017-03-11 17:00:00,"HARV","nee",0.332991869843121
"321",2017-03-11 17:30:00,"HARV","nee",0.880763726119072
"322",2017-03-11 18:00:00,"HARV","nee",0.373561003937169
"323",2017-03-11 18:30:00,"HARV","nee",0.492608569001946
"324",2017-03-11 19:00:00,"HARV","nee",0.529462798941055
"325",2017-03-11 20:00:00,"HARV","nee",0.311410162435016
"326",2017-03-11 20:30:00,"HARV","nee",0.376106550808554
"327",2017-03-11 21:00:00,"HARV","nee",0.642769045463608
"328",2017-03-11 21:30:00,"HARV","nee",0.283858470269329
"329",2017-03-11 22:00:00,"HARV","nee",0.234757526131044
"330",2017-03-11 22:30:00,"HARV","nee",0.342799824237745
"331",2017-03-11 23:00:00,"HARV","nee",0.356873348489034
"332",2017-03-11 23:30:00,"HARV","nee",0.295784368740156
"333",2017-03-12,"HARV","nee",0.136274600956594
"334",2017-03-12 01:00:00,"HARV","nee",0.327529740902985
"335",2017-03-12 01:30:00,"HARV","nee",0.0760340046201311
"336",2017-03-12 02:00:00,"HARV","nee",-0.0782634771832027
"337",2017-03-12 02:30:00,"HARV","nee",0.569214687899294
"338",2017-03-12 03:30:00,"HARV","nee",0.334418966281952
"339",2017-03-12 04:00:00,"HARV","nee",0.274239654231849
"340",2017-03-12 05:00:00,"HARV","nee",0.318448356442694
"341",2017-03-12 05:30:00,"HARV","nee",0.206690357428931
"342",2017-03-12 06:00:00,"HARV","nee",0.258435382766513
"343",2017-03-12 06:30:00,"HARV","nee",0.385131249152702
"344",2017-03-12 07:00:00,"HARV","nee",0.251470804715097
"345",2017-03-12 07:30:00,"HARV","nee",0.220660822115145
"346",2017-03-12 08:00:00,"HARV","nee",0.130721131798486
"347",2017-03-12 08:30:00,"HARV","nee",0.292849551991042
"348",2017-03-12 09:00:00,"HARV","nee",0.351207972233714
"349",2017-03-12 09:30:00,"HARV","nee",0.290841999169805
"350",2017-03-12 10:00:00,"HARV","nee",0.156958696565989
"351",2017-03-12 11:00:00,"HARV","nee",0.291130482493605
"352",2017-03-12 11:30:00,"HARV","nee",0.261429020602022
"353",2017-03-12 12:00:00,"HARV","nee",0.161502494587445
"354",2017-03-12 12:30:00,"HARV","nee",0.278075169680269
"355",2017-03-12 14:00:00,"HARV","nee",0.188436431562612
"356",2017-03-12 14:30:00,"HARV","nee",0.142926797759933
"357",2017-03-12 15:30:00,"HARV","nee",0.116483438063398
"358",2017-03-12 16:30:00,"HARV","nee",0.275053930549026
"359",2017-03-12 17:00:00,"HARV","nee",0.371180536201339
"360",2017-03-12 18:00:00,"HARV","nee",0.364844919266863
"361",2017-03-12 18:30:00,"HARV","nee",0.124887888883942
"362",2017-03-12 20:30:00,"HARV","nee",0.393842850104606
"363",2017-03-12 21:00:00,"HARV","nee",0.314599641700158
"364",2017-03-12 21:30:00,"HARV","nee",0.649775758161802
"365",2017-03-12 22:00:00,"HARV","nee",0.413177706840299
"366",2017-03-12 23:00:00,"HARV","nee",0.311973388073713
"367",2017-03-12 23:30:00,"HARV","nee",0.442082891759823
"368",2017-03-13,"HARV","nee",0.350375344551413
"369",2017-03-13 00:30:00,"HARV","nee",0.561963719350684
"370",2017-03-13 01:00:00,"HARV","nee",0.384729401685654
"371",2017-03-13 01:30:00,"HARV","nee",0.504563252352318
"372",2017-03-13 02:00:00,"HARV","nee",0.157652685395033
"373",2017-03-13 03:00:00,"HARV","nee",0.142035390407755
"374",2017-03-13 04:00:00,"HARV","nee",0.183831041456046
"375",2017-03-13 05:30:00,"HARV","nee",0.405927511226339
"376",2017-03-13 06:00:00,"HARV","nee",0.666007216078167
"377",2017-03-13 06:30:00,"HARV","nee",0.103143793191311
"378",2017-03-13 07:00:00,"HARV","nee",0.163210378448283
"379",2017-03-13 08:00:00,"HARV","nee",0.562309330618235
"380",2017-03-13 09:00:00,"HARV","nee",0.376738617473852
"381",2017-03-13 09:30:00,"HARV","nee",0.385763876382779
"382",2017-03-13 10:30:00,"HARV","nee",0.168634926214155
"383",2017-03-13 11:00:00,"HARV","nee",0.426309530756838
"384",2017-03-13 11:30:00,"HARV","nee",0.341654086219114
"385",2017-03-13 12:00:00,"HARV","nee",0.888498525780511
"386",2017-03-13 15:00:00,"HARV","nee",0.305356164271853
"387",2017-03-13 15:30:00,"HARV","nee",0.308233911576421
"388",2017-03-13 16:00:00,"HARV","nee",0.710929894934185
"389",2017-03-13 16:30:00,"HARV","nee",0.792274495176118
"390",2017-03-13 17:00:00,"HARV","nee",0.707032644574426
"391",2017-03-13 17:30:00,"HARV","nee",0.692986863922391
"392",2017-03-13 18:00:00,"HARV","nee",0.690440720225615
"393",2017-03-13 18:30:00,"HARV","nee",0.671704895645359
"394",2017-03-13 19:00:00,"HARV","nee",0.812110391213953
"395",2017-03-13 20:30:00,"HARV","nee",0.323783316979996
"396",2017-03-13 21:00:00,"HARV","nee",0.337899526385294
"397",2017-03-13 21:30:00,"HARV","nee",0.356567024918717
"398",2017-03-13 22:00:00,"HARV","nee",0.29976571236815
"399",2017-03-13 23:00:00,"HARV","nee",0.0939812703610974
"400",2017-03-13 23:30:00,"HARV","nee",-0.269133662270816
"401",2017-03-15 22:00:00,"HARV","nee",0.363695252249386
"402",2017-03-15 22:30:00,"HARV","nee",0.320242551510764
"403",2017-03-15 23:00:00,"HARV","nee",0.36160356684141
"404",2017-03-15 23:30:00,"HARV","nee",0.189330552307849
"405",2017-03-16,"HARV","nee",0.458164537168318
"406",2017-03-16 00:30:00,"HARV","nee",0.299411088124956
"407",2017-03-16 01:30:00,"HARV","nee",0.256469453267266
"408",2017-03-16 02:00:00,"HARV","nee",0.316532814871448
"409",2017-03-16 02:30:00,"HARV","nee",0.15490709522472
"410",2017-03-16 03:00:00,"HARV","nee",0.263952768475953
"411",2017-03-16 03:30:00,"HARV","nee",0.186739305529471
"412",2017-03-16 04:00:00,"HARV","nee",0.315153164736466
"413",2017-03-16 04:30:00,"HARV","nee",0.240150858861213
"414",2017-03-16 05:00:00,"HARV","nee",0.20449045603538
"415",2017-03-16 05:30:00,"HARV","nee",0.455859849786228
"416",2017-03-16 06:00:00,"HARV","nee",0.485124624013541
"417",2017-03-16 06:30:00,"HARV","nee",0.580876920623505
"418",2017-03-16 07:00:00,"HARV","nee",1.29033223028061
"419",2017-03-16 07:30:00,"HARV","nee",0.632521498012987
"420",2017-03-16 08:00:00,"HARV","nee",0.368319121296116
"421",2017-03-16 08:30:00,"HARV","nee",0.616137614236298
"422",2017-03-16 09:00:00,"HARV","nee",0.116680510538296
"423",2017-03-16 09:30:00,"HARV","nee",0.540551695608034
"424",2017-03-16 10:00:00,"HARV","nee",0.51172342593918
"425",2017-03-16 10:30:00,"HARV","nee",0.505509942331954
"426",2017-03-16 11:30:00,"HARV","nee",0.457160032015562
"427",2017-03-16 12:00:00,"HARV","nee",0.677081364690125
"428",2017-03-16 12:30:00,"HARV","nee",0.392600942116107
"429",2017-03-16 13:30:00,"HARV","nee",0.451953420386114
"430",2017-03-16 14:00:00,"HARV","nee",0.400644528223706
"431",2017-03-16 14:30:00,"HARV","nee",0.565270865581876
"432",2017-03-16 15:00:00,"HARV","nee",0.343411510110074
"433",2017-03-16 15:30:00,"HARV","nee",0.213575644944139
"434",2017-03-16 16:30:00,"HARV","nee",-0.109684619142718
"435",2017-03-16 17:30:00,"HARV","nee",0.924051189124517
"436",2017-03-16 18:00:00,"HARV","nee",0.491570217611572
"437",2017-03-16 18:30:00,"HARV","nee",0.696610709402335
